scene	decision	chosen	takes	flags	text
c213-2	unsure	1	3	take1: 末尾に余計な音: 100ms の無音 → 150ms の音（5.83秒地点・振幅8149＝本文の1.0倍） || take2: 末尾に余計な音: 120ms の無音 → 120ms の音（5.88秒地点・振幅11568＝本文の1.3倍） || take3: 末尾に余計な音: 130ms の無音 → 170ms の音（5.99秒地点・振幅9116＝本文の1.0倍）	乾いていくコンクリートを見に行き、第22径間の自分の車まで戻ったところだった。
c215-1	clean	2	2	take1: 末尾に余計な音: 150ms の無音 → 220ms の音（3.70秒地点・振幅15064＝本文の1.1倍） || take2: clean	積み込みが終わったのは午後11時06分。
c215-2	clean	3	3	take1: 末尾に余計な音: 100ms の無音 → 190ms の音（6.05秒地点・振幅15035＝本文の1.8倍） || take2: 末尾に余計な音: 100ms の無音 → 160ms の音（5.76秒地点・振幅14287＝本文の1.5倍） || take3: clean	次の港はスリランカのコロンボ。27日の航海になるはずだった。
c301-2	unsure	1	3	take1: 末尾に余計な音: 120ms の無音 → 170ms の音（4.95秒地点・振幅8261＝本文の1.0倍） || take2: 末尾に余計な音: 110ms の無音 → 150ms の音（5.11秒地点・振幅9385＝本文の1.2倍） || take3: 末尾に余計な音: 110ms の無音 → 190ms の音（5.81秒地点・振幅11810＝本文の1.8倍）	低圧の電気が落ちると、明かりも舵も機関も同時に止まる造りだった。
c303-1	clean	2	2	take1: 末尾に余計な音: 140ms の無音 → 250ms の音（7.27秒地点・振幅18475＝本文の1.8倍） || take2: clean	積んでいたのは4679個のコンテナ。重さにして5万5671トン。
c303-2	clean	2	2	take1: 途中に浮いた音: 160ms（2.28秒地点・振幅24150＝本文の2.4倍／前130ms・後130ms の無音） || take2: clean	20フィートのコンテナに直すと、8544個ぶんにあたる。
c307-1	real	1	3	take1: 途中に浮いた音: 240ms（1.10秒地点・振幅14740＝本文の1.8倍／前110ms・後820ms の無音） || take2: 途中に浮いた音: 240ms（1.06秒地点・振幅13560＝本文の1.8倍／前100ms・後560ms の無音） || take3: 途中に浮いた音: 250ms（1.06秒地点・振幅14331＝本文の1.9倍／前100ms・後380ms の無音）	0時36分、タグボート2隻に付き添われて岸壁を離れる。
c312-1	unsure	1	3	take1: 途中に浮いた音: 140ms（3.64秒地点・振幅21419＝本文の2.2倍／前160ms・後90ms の無音） || take2: 末尾に余計な音: 100ms の無音 → 250ms の音（4.95秒地点・振幅13220＝本文の1.3倍）; 途中に浮いた音: 160ms（3.52秒地点・振幅15150＝本文の1.4倍／前180ms・後120ms の無音） || take3: 途中に浮いた音: 130ms（3.66秒地点・振幅20783＝本文の1.8倍／前120ms・後100ms の無音）	燃料はタンクに180万ガロン、およそ680万リットル。
c313-3	unsure	1	3	take1: 末尾に余計な音: 120ms の無音 → 160ms の音（2.64秒地点・振幅13470＝本文の1.5倍） || take2: 末尾に余計な音: 130ms の無音 → 200ms の音（2.52秒地点・振幅15518＝本文の1.4倍） || take3: 末尾に余計な音: 130ms の無音 → 140ms の音（2.74秒地点・振幅9538＝本文の1.2倍）	端子台は、船に数千個あった
c314-1	clean	2	2	take1: 途中に浮いた音: 240ms（1.12秒地点・振幅15441＝本文の1.9倍／前80ms・後200ms の無音） || take2: clean	1時07分と1時08分、タグボートを順に離す。
c315-1	unsure	1	3	take1: 末尾に余計な音: 100ms の無音 → 190ms の音（4.69秒地点・振幅12400＝本文の1.1倍） || take2: 末尾に余計な音: 110ms の無音 → 140ms の音（4.82秒地点・振幅14431＝本文の1.1倍） || take3: 末尾に余計な音: 120ms の無音 → 170ms の音（5.03秒地点・振幅10521＝本文の1.1倍）	港では、船が航路の中で安定したらタグを離すのがふつうだった。
c402-1	unsure	1	3	take1: 末尾に余計な音: 120ms の無音 → 190ms の音（4.21秒地点・振幅7705＝本文の1.3倍） || take2: 末尾に余計な音: 120ms の無音 → 220ms の音（4.26秒地点・振幅12316＝本文の1.8倍） || take3: 末尾に余計な音: 140ms の無音 → 190ms の音（4.60秒地点・振幅9502＝本文の1.6倍）; 途中に浮いた音: 250ms（4.21秒地点・振幅14511＝本文の2.5倍／前80ms・後140ms の無音）	明かりが消えた。操舵ポンプ3台が全部止まった。
c402-2	clean	2	2	take1: 末尾に余計な音: 130ms の無音 → 120ms の音（5.96秒地点・振幅14931＝本文の2.2倍）; 途中に浮いた音: 240ms（5.59秒地点・振幅19270＝本文の2.8倍／前140ms・後130ms の無音） || take2: clean	燃料ポンプも、冷却水ポンプも、船首を横に押すスラスターの補機も止まった。
c404-3	unsure	1	3	take1: 末尾に余計な音: 100ms の無音 → 180ms の音（1.73秒地点・振幅8578＝本文の1.3倍） || take2: 末尾に余計な音: 110ms の無音 → 160ms の音（1.86秒地点・振幅7647＝本文の1.1倍） || take3: 末尾に余計な音: 140ms の無音 → 100ms の音（1.90秒地点・振幅12105＝本文の1.7倍）	舵は、動かせなかった
c410-1	clean	2	2	take1: 途中に浮いた音: 190ms（3.16秒地点・振幅26430＝本文の3.8倍／前270ms・後200ms の無音） || take2: clean	二等航海士と操舵手は、効いていると答えた。
c410-2	clean	3	3	take1: 末尾に余計な音: 130ms の無音 → 140ms の音（4.18秒地点・振幅6167＝本文の0.9倍） || take2: 末尾に余計な音: 110ms の無音 → 220ms の音（3.84秒地点・振幅9215＝本文の1.1倍） || take3: clean	実際には、3台のポンプのどれにも電気は来ていなかった。
c417-1	clean	3	3	take1: 末尾に余計な音: 80ms の無音 → 200ms の音（5.72秒地点・振幅9398＝本文の1.0倍） || take2: 末尾に余計な音: 80ms の無音 → 130ms の音（5.71秒地点・振幅20971＝本文の1.9倍） || take3: clean	1時26分10秒。停電から70秒。非常用の発電機がつながった。
c418-1	real	1	3	take1: 末尾に余計な音: 120ms の無音 → 170ms の音（5.19秒地点・振幅14538＝本文の1.8倍） || take2: 末尾に余計な音: 90ms の無音 → 160ms の音（4.84秒地点・振幅19802＝本文の2.1倍） || take3: 末尾に余計な音: 160ms の無音 → 160ms の音（4.93秒地点・振幅12214＝本文の1.4倍）	1時26分18秒。3台のポンプがそろって回った。
c424-1	unsure	1	3	take1: 末尾に余計な音: 130ms の無音 → 210ms の音（8.81秒地点・振幅15990＝本文の1.7倍） || take2: 末尾に余計な音: 140ms の無音 → 170ms の音（9.19秒地点・振幅17572＝本文の2.0倍） || take3: 末尾に余計な音: 150ms の無音 → 150ms の音（9.38秒地点・振幅13113＝本文の1.5倍）	1時27分46秒。橋まで939フィート。船の長さ1隻ぶんを切った。
c424-2	real	1	3	take1: 末尾に余計な音: 150ms の無音 → 170ms の音（1.91秒地点・振幅15814＝本文の2.0倍） || take2: 末尾に余計な音: 150ms の無音 → 150ms の音（2.01秒地点・振幅13860＝本文の2.5倍） || take3: 末尾に余計な音: 130ms の無音 → 160ms の音（1.44秒地点・振幅15905＝本文の2.2倍）	速力7.5ノット。
c426-2	unsure	1	3	take1: 末尾に余計な音: 130ms の無音 → 110ms の音（2.13秒地点・振幅7026＝本文の1.1倍） || take2: 末尾に余計な音: 120ms の無音 → 160ms の音（2.24秒地点・振幅7726＝本文の1.0倍） || take3: 末尾に余計な音: 90ms の無音 → 220ms の音（2.13秒地点・振幅11898＝本文の2.1倍）	錨のブレーキが、開かなかった
c427-3	unsure	1	3	take1: 末尾に余計な音: 100ms の無音 → 190ms の音（6.08秒地点・振幅13104＝本文の1.3倍） || take2: 末尾に余計な音: 150ms の無音 → 150ms の音（6.30秒地点・振幅12876＝本文の1.3倍） || take3: 末尾に余計な音: 810ms の無音 → 50ms の音（7.35秒地点・振幅13667＝本文の1.3倍）; 途中に浮いた音: 190ms（6.35秒地点・振幅11812＝本文の1.1倍／前100ms・後810ms の無音）	1時29分09秒。船首の右舷が、17番橋脚に当たった。
c501-1	unsure	1	3	take1: 途中に浮いた音: 150ms（0.95秒地点・振幅22836＝本文の2.9倍／前290ms・後150ms の無音） || take2: 途中に浮いた音: 120ms（0.92秒地点・振幅28108＝本文の3.1倍／前220ms・後110ms の無音） || take3: 途中に浮いた音: 150ms（0.99秒地点・振幅24674＝本文の2.2倍／前330ms・後100ms の無音）	時計を、1分16秒だけ戻す。
c508-1	real	1	3	take1: 末尾に余計な音: 140ms の無音 → 210ms の音（1.79秒地点・振幅11407＝本文の1.7倍） || take2: 末尾に余計な音: 140ms の無音 → 190ms の音（1.89秒地点・振幅8313＝本文の1.7倍） || take3: 末尾に余計な音: 130ms の無音 → 220ms の音（1.70秒地点・振幅7340＝本文の1.0倍）	その前に、船が当たった。
c513-1	clean	3	3	take1: 末尾に余計な音: 90ms の無音 → 160ms の音（4.96秒地点・振幅6708＝本文の0.9倍） || take2: 末尾に余計な音: 90ms の無音 → 200ms の音（4.76秒地点・振幅9754＝本文の1.2倍） || take3: clean	崩れなかった径間のうち、いちばん近いのは第16径間だった。
c513-2	unsure	3	3	take1: 途中に浮いた音: 190ms（1.38秒地点・振幅13828＝本文の2.3倍／前120ms・後190ms の無音）; 途中に浮いた音: 210ms（1.76秒地点・振幅18025＝本文の2.9倍／前190ms・後160ms の無音） || take2: 途中に浮いた音: 220ms（1.36秒地点・振幅16517＝本文の2.3倍／前120ms・後170ms の無音）; 途中に浮いた音: 190ms（1.75秒地点・振幅22590＝本文の3.2倍／前170ms・後200ms の無音） || take3: 途中に浮いた音: 160ms（1.36秒地点・振幅18351＝本文の2.6倍／前120ms・後270ms の無音）	本人たちは知らなかった、と報告書は書いている。
c515-1	clean	3	3	take1: 途中に浮いた音: 170ms（3.91秒地点・振幅16622＝本文の2.2倍／前220ms・後90ms の無音） || take2: 途中に浮いた音: 220ms（4.31秒地点・振幅20044＝本文の2.3倍／前80ms・後130ms の無音） || take3: clean	知らされて車で逃げたなら、向かう先は南だっただろう、と報告書は書く。
c522-2	clean	2	2	take1: 途中に浮いた音: 170ms（2.82秒地点・振幅28089＝本文の3.4倍／前250ms・後80ms の無音） || take2: clean	携帯型の双方向無線機なら、もっと早く届いたかもしれない、とも書かれている。
c608-2	unsure	1	3	take1: 途中に浮いた音: 120ms（1.42秒地点・振幅16053＝本文の1.8倍／前140ms・後110ms の無音） || take2: 途中に浮いた音: 120ms（1.34秒地点・振幅20182＝本文の2.2倍／前220ms・後100ms の無音） || take3: 途中に浮いた音: 140ms（1.32秒地点・振幅20714＝本文の2.4倍／前150ms・後100ms の無音）	橋の骨組みが、1本壊れれば落ちる造りだったからではないか。
c612-1	unsure	1	3	take1: 先頭に余計な音: 90ms の音（振幅27610＝本文の2.4倍）のあと 90ms の無音 || take2: 末尾に余計な音: 120ms の無音 → 210ms の音（1.94秒地点・振幅11692＝本文の1.3倍） || take3: 末尾に余計な音: 110ms の無音 → 180ms の音（1.97秒地点・振幅12859＝本文の1.4倍）; 先頭に余計な音: 150ms の音（振幅20394＝本文の2.2倍）のあと 100ms の無音	6つ目が、その部材だった。
c618-2	clean	3	3	take1: 末尾に余計な音: 90ms の無音 → 220ms の音（3.94秒地点・振幅9187＝本文の1.0倍） || take2: 末尾に余計な音: 80ms の無音 → 140ms の音（4.10秒地点・振幅10178＝本文の1.1倍） || take3: clean	船の乗員が軽傷1人。点検員にけがは無かった。
c702-1	real	1	3	take1: 末尾に余計な音: 90ms の無音 → 150ms の音（4.41秒地点・振幅6230＝本文の1.0倍） || take2: 末尾に余計な音: 80ms の無音 → 140ms の音（4.50秒地点・振幅7047＝本文の1.2倍） || take3: 末尾に余計な音: 90ms の無音 → 160ms の音（4.16秒地点・振幅9290＝本文の1.5倍）	目的は1つ。なぜ停電したのかを突き止めることだった。
c702-2	clean	2	2	take1: 末尾に余計な音: 150ms の無音 → 190ms の音（7.65秒地点・振幅13101＝本文の2.0倍） || take2: clean	船主、運航会社、造船所、船籍国、船の検査機関である船級協会も加わった。
c704-2	unsure	1	3	take1: 末尾に余計な音: 100ms の無音 → 230ms の音（2.86秒地点・振幅14973＝本文の1.4倍） || take2: 末尾に余計な音: 110ms の無音 → 230ms の音（3.44秒地点・振幅16012＝本文の1.4倍） || take3: 末尾に余計な音: 130ms の無音 → 160ms の音（2.96秒地点・振幅11614＝本文の1.1倍）	造船所の遮断器の専門家を呼ぶことになった。
c706-2	clean	2	2	take1: 末尾に余計な音: 190ms の無音 → 220ms の音（4.18秒地点・振幅10762＝本文の1.3倍） || take2: clean	切り替えを繰り返した試験のせいで出た、誤った警報だ、と。
c708-2	clean	2	2	take1: 末尾に余計な音: 140ms の無音 → 130ms の音（3.63秒地点・振幅9729＝本文の1.1倍） || take2: clean	3月26日の停電と、同じ形だった。
c714-1	real	1	3	take1: 途中に浮いた音: 190ms（3.84秒地点・振幅8245＝本文の1.0倍／前110ms・後690ms の無音） || take2: 途中に浮いた音: 220ms（3.97秒地点・振幅11332＝本文の1.4倍／前120ms・後760ms の無音） || take3: 途中に浮いた音: 200ms（3.77秒地点・振幅14808＝本文の1.6倍／前100ms・後350ms の無音）	技術者が調べると、途中の接点はどれも正常だった。それなのに、
c715-1	unsure	2	3	take1: 末尾に余計な音: 120ms の無音 → 160ms の音（2.88秒地点・振幅17270＝本文の1.6倍）; 途中に浮いた音: 150ms（2.61秒地点・振幅19101＝本文の1.7倍／前90ms・後120ms の無音） || take2: 途中に浮いた音: 120ms（1.71秒地点・振幅13354＝本文の1.5倍／前90ms・後130ms の無音） || take3: 末尾に余計な音: 110ms の無音 → 210ms の音（2.98秒地点・振幅15258＝本文の1.7倍）; 途中に浮いた音: 140ms（1.70秒地点・振幅20450＝本文の2.2倍／前80ms・後110ms の無音）; 途中に浮いた音: 150ms（2.72秒地点・振幅20771＝本文の2.3倍／前80ms・後110ms の無音）	そこで、信号線を1本ずつ当たっていった。
c716-2	unsure	2	3	take1: 末尾に余計な音: 100ms の無音 → 210ms の音（3.83秒地点・振幅14883＝本文の1.6倍）; 途中に浮いた音: 210ms（2.04秒地点・振幅14252＝本文の1.6倍／前80ms・後140ms の無音） || take2: 末尾に余計な音: 100ms の無音 → 240ms の音（4.16秒地点・振幅17067＝本文の2.0倍） || take3: 末尾に余計な音: 110ms の無音 → 190ms の音（3.88秒地点・振幅14943＝本文の1.6倍）	ワイヤーワンを抜いて挿し直すと、装置に電気が戻った。
c723-2	unsure	1	3	take1: 途中に浮いた音: 100ms（2.83秒地点・振幅18260＝本文の2.0倍／前100ms・後110ms の無音） || take2: 途中に浮いた音: 140ms（2.61秒地点・振幅17680＝本文の2.1倍／前140ms・後110ms の無音） || take3: 途中に浮いた音: 130ms（2.99秒地点・振幅19014＝本文の1.9倍／前140ms・後130ms の無音）	船を造るとき、配電盤の線には1本ずつ、ラベルの帯が巻かれていた。
c725-3	real	1	3	take1: 末尾に余計な音: 170ms の無音 → 150ms の音（2.97秒地点・振幅9623＝本文の1.2倍） || take2: 末尾に余計な音: 110ms の無音 → 130ms の音（2.75秒地点・振幅8564＝本文の1.1倍） || take3: 末尾に余計な音: 130ms の無音 → 150ms の音（2.49秒地点・振幅10256＝本文の1.2倍）	帯が、線を奥まで入れさせなかった
c802-2	unsure	1	3	take1: 末尾に余計な音: 110ms の無音 → 200ms の音（3.38秒地点・振幅12914＝本文の1.3倍） || take2: 末尾に余計な音: 130ms の無音 → 150ms の音（3.45秒地点・振幅17414＝本文の1.5倍） || take3: 末尾に余計な音: 120ms の無音 → 240ms の音（3.68秒地点・振幅16639＝本文の1.9倍）	橋からおよそ600ヤードのところで操舵を失った。
c806-1	clean	3	3	take1: 末尾に余計な音: 110ms の無音 → 210ms の音（3.87秒地点・振幅9156＝本文の1.0倍） || take2: 末尾に余計な音: 160ms の無音 → 140ms の音（3.78秒地点・振幅9706＝本文の1.1倍） || take3: clean	橋が架かってからの47年で、船は大きくなった。
c809-2	unsure	1	3	take1: 末尾に余計な音: 140ms の無音 → 180ms の音（1.57秒地点・振幅13477＝本文の1.5倍） || take2: 末尾に余計な音: 100ms の無音 → 140ms の音（1.46秒地点・振幅19795＝本文の2.1倍） || take3: 末尾に余計な音: 160ms の無音 → 160ms の音（1.59秒地点・振幅10929＝本文の1.1倍）	35人が亡くなった。
c813-2	clean	2	2	take1: 途中に浮いた音: 180ms（3.43秒地点・振幅23224＝本文の3.0倍／前130ms・後120ms の無音） || take2: clean	それでも、勧められていたことを知っているべきだった、と報告書は書く。
c814-2	real	1	3	take1: 末尾に余計な音: 120ms の無音 → 220ms の音（5.22秒地点・振幅9743＝本文の1.1倍） || take2: 末尾に余計な音: 90ms の無音 → 180ms の音（4.94秒地点・振幅14625＝本文の1.6倍） || take3: 末尾に余計な音: 90ms の無音 → 200ms の音（4.76秒地点・振幅18431＝本文の1.9倍）	州の道路行政も、2009年の指針そのものの開発委員だった。
c816-2	clean	3	3	take1: 先頭に余計な音: 130ms の音（振幅20858＝本文の2.1倍）のあと 110ms の無音 || take2: 先頭に余計な音: 120ms の音（振幅19841＝本文の1.9倍）のあと 100ms の無音 || take3: clean	一般の橋なら、年に1000分の1である。
c818-1	clean	2	2	take1: 末尾に余計な音: 140ms の無音 → 120ms の音（3.80秒地点・振幅12308＝本文の1.4倍） || take2: clean	計算していれば、この橋が基準を超えていることは分かった。
c825-1	clean	3	3	take1: 末尾に余計な音: 100ms の無音 → 170ms の音（5.09秒地点・振幅9348＝本文の1.0倍） || take2: 末尾に余計な音: 80ms の無音 → 140ms の音（5.98秒地点・振幅12611＝本文の1.4倍） || take3: clean	あの夜は、工事のために警官が両端にいた。だから車が止まった。
c901-2	unsure	1	3	take1: 末尾に余計な音: 140ms の無音 → 180ms の音（3.37秒地点・振幅12420＝本文の1.4倍） || take2: 末尾に余計な音: 110ms の無音 → 210ms の音（3.07秒地点・振幅8703＝本文の1.2倍） || take3: 末尾に余計な音: 110ms の無音 → 170ms の音（3.11秒地点・振幅12370＝本文の1.4倍）	ボルチモア港に出入りする船が、すべて止まった。
c904-1	unsure	1	3	take1: 末尾に余計な音: 90ms の無音 → 150ms の音（5.36秒地点・振幅14656＝本文の1.4倍） || take2: 末尾に余計な音: 120ms の無音 → 160ms の音（5.20秒地点・振幅9369＝本文の1.1倍） || take3: 末尾に余計な音: 150ms の無音 → 180ms の音（5.74秒地点・振幅9952＝本文の1.2倍）	測量船がソナーで残骸の形を測り、潜水士が水中に入った。
ca01-1	clean	2	2	take1: 途中に浮いた音: 200ms（3.87秒地点・振幅25726＝本文の2.5倍／前180ms・後80ms の無音） || take2: clean	この事故で、NTSBは誰に何をせよと言ったのか。
ca12-1	real	1	3	take1: 途中に浮いた音: 130ms（1.39秒地点・振幅23289＝本文の2.0倍／前230ms・後100ms の無音） || take2: 途中に浮いた音: 140ms（1.37秒地点・振幅22654＝本文の2.0倍／前170ms・後160ms の無音） || take3: 途中に浮いた音: 130ms（1.35秒地点・振幅17565＝本文の1.6倍／前190ms・後80ms の無音）	推定原因は、一本の信号線の緩みだった。
ep02-1	clean	3	3	take1: 末尾に余計な音: 80ms の無音 → 150ms の音（6.75秒地点・振幅10310＝本文の1.1倍） || take2: 末尾に余計な音: 110ms の無音 → 160ms の音（6.52秒地点・振幅13169＝本文の1.2倍） || take3: clean	1時27分53秒に指示が出て、1時28分21秒に車が止まった。
ep03-2	unsure	1	3	take1: 末尾に余計な音: 130ms の無音 → 160ms の音（2.56秒地点・振幅11892＝本文の1.5倍） || take2: 末尾に余計な音: 140ms の無音 → 160ms の音（2.47秒地点・振幅13452＝本文の1.7倍） || take3: 末尾に余計な音: 100ms の無音 → 180ms の音（2.53秒地点・振幅12831＝本文の1.3倍）	素早い封鎖が、命を救った
ep04-1	clean	2	2	take1: 末尾に余計な音: 100ms の無音 → 160ms の音（5.57秒地点・振幅10916＝本文の1.1倍） || take2: clean	同じ1時27分53秒に、橋の上へ向かう電話は掛からなかった。
ep06-1	unsure	2	3	take1: 先頭に余計な音: 110ms の音（振幅27352＝本文の3.1倍）のあと 80ms の無音; 途中に浮いた音: 210ms（2.38秒地点・振幅16715＝本文の1.9倍／前150ms・後180ms の無音）; 途中に浮いた音: 130ms（2.77秒地点・振幅19765＝本文の2.2倍／前180ms・後130ms の無音） || take2: 先頭に余計な音: 150ms の音（振幅20820＝本文の2.4倍）のあと 120ms の無音; 途中に浮いた音: 190ms（2.57秒地点・振幅24790＝本文の2.8倍／前110ms・後120ms の無音） || take3: 先頭に余計な音: 100ms の音（振幅24654＝本文の3.0倍）のあと 130ms の無音; 途中に浮いた音: 230ms（2.66秒地点・振幅24195＝本文の3.0倍／前130ms・後190ms の無音）; 途中に浮いた音: 130ms（3.08秒地点・振幅23005＝本文の2.8倍／前190ms・後100ms の無音）	一本の信号線と、掛からなかった一本の電話。
c110-2	clean	2	2	take1: 末尾に余計な音: 80ms の無音 → 250ms の音（6.07秒地点・振幅22738＝本文の2.6倍）; 途中に浮いた音: 210ms（5.11秒地点・振幅19833＝本文の2.3倍／前250ms・後90ms の無音） || take2: clean	ひじょうちょう鋼引張部材。鋼でできていて、引っ張られていて、
c615-2	clean	3	3	take1: 末尾に余計な音: 120ms の無音 → 170ms の音（4.95秒地点・振幅9203＝本文の1.2倍） || take2: 末尾に余計な音: 90ms の無音 → 190ms の音（5.01秒地点・振幅11418＝本文の1.2倍） || take3: clean	きよ要因に挙がったのも、船が橋脚に届いたときの備えの側だった。
c426-2	clean	3	3	take1: 末尾に余計な音: 130ms の無音 → 140ms の音（2.41秒地点・振幅6650＝本文の0.9倍） || take2: 末尾に余計な音: 130ms の無音 → 140ms の音（2.31秒地点・振幅9134＝本文の1.3倍） || take3: clean	いかりのブレーキが、開かなかった
c809-2	unsure	1	3	take1: 末尾に余計な音: 80ms の無音 → 160ms の音（1.84秒地点・振幅11041＝本文の1.1倍） || take2: 末尾に余計な音: 130ms の無音 → 190ms の音（1.81秒地点・振幅12503＝本文の1.4倍） || take3: 末尾に余計な音: 120ms の無音 → 240ms の音（1.44秒地点・振幅9465＝本文の1.2倍）	サンジュウゴにんが亡くなった。
c310-2	clean	2	2	take1: 途中に浮いた音: 240ms（3.51秒地点・振幅27257＝本文の3.6倍／前350ms・後80ms の無音） || take2: clean	主機関の冷却水ポンプ、そしてそうだポンプ3台のうち2台である。
c425-2	clean	2	2	take1: 末尾に余計な音: 110ms の無音 → 130ms の音（6.67秒地点・振幅8899＝本文の0.9倍） || take2: clean	にとう航海士がつまみを回した。補機が最初の停電で止まっており、動かなかった。
pr03-1	unsure	2	3	take1: 末尾に余計な音: 100ms の無音 → 220ms の音（5.22秒地点・振幅8389＝本文の0.9倍）; 途中に浮いた音: 220ms（0.93秒地点・振幅10611＝本文の1.2倍／前120ms・後470ms の無音） || take2: 末尾に余計な音: 120ms の無音 → 110ms の音（5.93秒地点・振幅12341＝本文の1.5倍） || take3: 末尾に余計な音: 100ms の無音 → 210ms の音（5.47秒地点・振幅11241＝本文の1.3倍）; 途中に浮いた音: 210ms（1.09秒地点・振幅18259＝本文の2.1倍／前130ms・後560ms の無音）	6人が亡くなった。1人が重傷を負って生き延び、てんけん員は無事だった。
